Project_ID,Mineral,State,Latitude,Longitude,Stage,Confidence
GSI-2025-1224,Titanium-UnwroughtMetalPowders,Chhattisgarh,19.88465001127932,82.89256497383553,G3 (Prospecting),20.22173399187958
GSI-2025-1225,Copper,Madhya Pradesh,26.6590203570632,83.02109171868912,G2 (General),80.70649117492826
GSI-2025-1226,Lithium (Carbonate),Rajasthan,27.045768045267288,83.9694849210447,G3 (Prospecting),30.409339261799765
GSI-2025-1227,LithiumHydroxide,Tamil Nadu,26.531487140273775,72.80491488075694,G3 (Prospecting),50.967236895809634
GSI-2025-1228,Titanium-Ores,Tamil Nadu,17.207166228641277,74.05040567351952,G2 (General),64.29035869764851
GSI-2025-1229,Titanium-Ores,Rajasthan,28.01340603646925,75.23232937645605,G2 (General),64.49921297881309
GSI-2025-1230,Titanium-TitaniumDioxide,Jammu & Kashmir,24.525794639286353,72.91177434101803,G4 (Recon),89.08494445836409
GSI-2025-1231,Graphite,Tamil Nadu,23.318025159749965,78.54442830363578,G4 (Recon),90.33215504792769
GSI-2025-1232,Graphite-NaturalGraphite,Chhattisgarh,23.402661309283985,84.70904635353678,G4 (Recon),80.3361378391935
GSI-2025-1233,LithiumHydroxide,Tamil Nadu,21.757983009039272,85.12059633442223,G4 (Recon),78.63241061605044
GSI-2025-1234,Graphite-ArtificialGraphite,Tamil Nadu,22.82224101471983,81.31361184748229,G3 (Prospecting),86.08084459867702
GSI-2025-1235,Cobalt-MattesIntermediates,Karnataka,12.898121375981868,77.40201465366785,G3 (Prospecting),35.850260002414934
GSI-2025-1236,Graphite,Odisha,26.19874717627217,85.80598926600621,G2 (General),31.924413767405426
GSI-2025-1237,Copper,Rajasthan,25.74470771181927,76.36149796872698,G3 (Prospecting),64.87283831434964
GSI-2025-1238,RareEarthMetal-Compounds,Odisha,17.377637944371298,86.2859207321873,G3 (Prospecting),44.863180369904
GSI-2025-1239,Graphite,Rajasthan,24.602062935009208,73.51718746959976,G4 (Recon),79.6834751160765
GSI-2025-1240,Graphite-ArtificialGraphite,Chhattisgarh,16.875244395855923,78.68733245537567,G2 (General),63.20709853328644
GSI-2025-1241,Titanium-TitaniumDioxide,Madhya Pradesh,16.087560662847512,73.4148667633501,G3 (Prospecting),63.42748877289516
GSI-2025-1242,Titanium-Ores,Chhattisgarh,13.800540857989493,77.39015592957217,G3 (Prospecting),28.07535276424904
GSI-2025-1243,Cobalt-MattesIntermediates,Rajasthan,19.52981761436926,72.42352811741199,G4 (Recon),85.47661731142487
GSI-2025-1244,Titanium-Ores,Jammu & Kashmir,14.73684751441462,80.98663842354297,G4 (Recon),60.38270986097102
GSI-2025-1245,LithiumCarbonate,Odisha,27.197983491069692,75.86428548874369,G4 (Recon),43.84946594603999
GSI-2025-1246,RareEarthMetal-Compounds,Jammu & Kashmir,23.906681661156913,76.33654385044294,G3 (Prospecting),86.5269909339766
GSI-2025-1247,Graphite,Rajasthan,17.524794733400924,83.9116222890233,G2 (General),91.23870465841111
GSI-2025-1248,RareEarthMetal-FerroAlloys,Jharkhand,17.795480151450924,78.78077537691516,G4 (Recon),36.33248439943559
GSI-2025-1249,RareEarthMetal-Compounds,Chhattisgarh,16.273615245986072,71.48548032677128,G4 (Recon),74.16799983285622
GSI-2025-1250,RareEarthMetal-FerroAlloys,Rajasthan,24.387731437139905,81.18998505128855,G3 (Prospecting),21.938338204463015
GSI-2025-1251,Titanium-TitaniumDioxide,Jharkhand,27.957288790904414,86.11119264815156,G2 (General),72.68156512267021
GSI-2025-1252,Graphite-ArtificialGraphite,Odisha,22.53981249475853,79.42627990837521,G3 (Prospecting),86.99259824754323
GSI-2025-1253,Titanium-UnwroughtMetalPowders,Odisha,15.510689383355619,84.61772505647988,G4 (Recon),90.96121500827702
GSI-2025-1254,LithiumCarbonate,Tamil Nadu,21.411369526508338,79.40429327633206,G2 (General),73.2400596698519
GSI-2025-1255,Cobalt-MattesIntermediates,Jharkhand,28.44870461199468,79.02900629837362,G3 (Prospecting),66.15577631403237
GSI-2025-1256,LithiumCarbonate,Rajasthan,20.91878911395505,82.77070624864689,G2 (General),75.92828577585412
GSI-2025-1257,Copper,Chhattisgarh,24.67477178880614,80.59597257853684,G3 (Prospecting),29.312569017043593
GSI-2025-1258,LithiumHydroxide,Jammu & Kashmir,24.100880893037907,72.19103722851182,G2 (General),39.458629649108914
GSI-2025-1259,Titanium-Ores,Tamil Nadu,27.209051299165935,84.13990648041809,G2 (General),89.7594076054246
GSI-2025-1260,Lithium (Carbonate),Madhya Pradesh,12.858605734837028,79.94506124747949,G4 (Recon),63.70609067856102
GSI-2025-1261,RareEarthMetal-FerroAlloys,Rajasthan,24.248270138062022,80.21737020239622,G4 (Recon),45.57248796167643
GSI-2025-1262,RareEarthMetal-FerroAlloys,Rajasthan,21.04668674869238,73.93912173505038,G4 (Recon),35.85787251861543
GSI-2025-1263,Titanium-UnwroughtMetalPowders,Tamil Nadu,15.974001610132628,80.79650877035112,G4 (Recon),78.77555079297704
GSI-2025-1264,Graphite-NaturalGraphite,Chhattisgarh,14.621970260557548,73.80051998189016,G3 (Prospecting),45.57338379750803
GSI-2025-1265,LithiumHydroxide,Odisha,23.273323248865623,84.16478873782165,G2 (General),44.790167333161875
GSI-2025-1266,Graphite-NaturalGraphite,Odisha,19.204318446314787,72.78266586025892,G2 (General),75.30735302927388
GSI-2025-1267,Copper,Rajasthan,14.256802783047345,76.23016264239646,G2 (General),47.26589088028269
GSI-2025-1268,Graphite-ArtificialGraphite,Odisha,17.0774279009013,84.86123862042294,G4 (Recon),80.99188246870094
GSI-2025-1269,Copper,Karnataka,16.743247965072587,75.39102720791263,G3 (Prospecting),63.9858024408231
GSI-2025-1270,RareEarthMetal-Compounds,Jharkhand,23.01877496550138,74.36337895709042,G2 (General),72.30664634859392
GSI-2025-1271,Graphite,Rajasthan,21.08222486992357,73.54751268631662,G4 (Recon),20.55103747784439
GSI-2025-1272,Cobalt-MattesIntermediates,Tamil Nadu,13.082938835608477,79.7043918299554,G3 (Prospecting),49.247979069066716
GSI-2025-1273,Titanium-UnwroughtMetalPowders,Odisha,18.495106039300182,86.77703955253679,G3 (Prospecting),45.219272306496194
GSI-2025-1274,Titanium-UnwroughtMetalPowders,Odisha,23.35484711310618,85.33563050505805,G3 (Prospecting),80.54004137762408
GSI-2025-1275,Cobalt-MattesIntermediates,Chhattisgarh,18.8789233884887,72.63930868450004,G2 (General),60.350032001454146
GSI-2025-1276,RareEarthMetal-Compounds,Rajasthan,24.979680857511354,83.19408963762292,G4 (Recon),93.4480102135531
GSI-2025-1277,Copper,Chhattisgarh,28.5523809320553,74.56008524335346,G4 (Recon),36.10207247330092
GSI-2025-1278,RareEarthMetal-FerroAlloys,Tamil Nadu,16.705728965969726,71.2652142602971,G2 (General),85.19971018861897
GSI-2025-1279,RareEarthMetal-Compounds,Jharkhand,19.369643070709913,78.44574152384808,G3 (Prospecting),61.65757854520795
GSI-2025-1280,Copper,Chhattisgarh,14.222807506273078,78.24316116690923,G2 (General),35.547044262067374
GSI-2025-1281,Graphite-ArtificialGraphite,Tamil Nadu,23.026458769514004,75.70072493099876,G2 (General),60.46345008219494
GSI-2025-1282,Cobalt-MattesIntermediates,Jharkhand,26.81083807561497,80.22832866986265,G4 (Recon),26.975773940120646
GSI-2025-1283,Graphite-NaturalGraphite,Jharkhand,21.32514053201934,86.66299686073731,G4 (Recon),72.36471306243718
GSI-2025-1284,Graphite-ArtificialGraphite,Jharkhand,16.886941396319656,81.3464494706154,G2 (General),81.66742315079716
GSI-2025-1285,Cobalt-MattesIntermediates,Jammu & Kashmir,26.149084202402022,75.15161681639081,G2 (General),69.53716168587295
GSI-2025-1286,LithiumCarbonate,Madhya Pradesh,17.59473428097473,79.04303379535304,G2 (General),21.94916407841902
GSI-2025-1287,Titanium-UnwroughtMetalPowders,Jharkhand,16.280991069365363,74.60178691610193,G2 (General),32.24617585582049
GSI-2025-1288,Graphite-NaturalGraphite,Odisha,16.845394973633127,73.30371994256024,G4 (Recon),62.46483205461794
GSI-2025-1289,Titanium-TitaniumDioxide,Chhattisgarh,15.90998177146978,80.065340053232,G4 (Recon),50.85017762654968
GSI-2025-1290,Lithium (Carbonate),Jammu & Kashmir,20.319319995614045,80.49164646900616,G4 (Recon),86.48949974834095
GSI-2025-1291,RareEarthMetal-FerroAlloys,Jammu & Kashmir,18.174864256166984,72.44926192028288,G3 (Prospecting),30.187878241558334
GSI-2025-1292,Titanium-Ores,Jharkhand,13.42863524447192,75.21031411667663,G3 (Prospecting),80.74157784434743
GSI-2025-1293,Titanium-UnwroughtMetalPowders,Madhya Pradesh,18.499448597818017,76.87178353351376,G4 (Recon),75.34032201295736
GSI-2025-1294,Graphite-ArtificialGraphite,Jammu & Kashmir,18.49801604112848,77.82787375328844,G4 (Recon),55.528205225373895
GSI-2025-1295,Lithium (Carbonate),Jammu & Kashmir,21.47710935724814,78.06942184308713,G3 (Prospecting),43.5747754394243
GSI-2025-1296,LithiumCarbonate,Karnataka,22.984795703163265,82.39681587977962,G2 (General),82.51703354702815
GSI-2025-1297,RareEarthMetal-FerroAlloys,Jammu & Kashmir,16.24436986575737,73.95371086899497,G4 (Recon),40.628591977244525
GSI-2025-1298,RareEarthMetal-FerroAlloys,Karnataka,23.309020360777556,71.47529588629233,G3 (Prospecting),21.49893290940953
GSI-2025-1299,Cobalt-MattesIntermediates,Jharkhand,27.816145062860873,81.41869791924174,G2 (General),73.49644961171519
GSI-2025-1300,Titanium-UnwroughtMetalPowders,Jammu & Kashmir,19.174759628832085,78.35742573772161,G3 (Prospecting),54.913242347033425
GSI-2025-1301,LithiumCarbonate,Tamil Nadu,20.586985238971767,76.5371921406935,G3 (Prospecting),76.33104469233854
GSI-2025-1302,LithiumHydroxide,Karnataka,19.364537064484594,71.22009229480295,G4 (Recon),65.81485532749271
GSI-2025-1303,LithiumCarbonate,Karnataka,15.075422379040196,86.86538411933563,G4 (Recon),69.55278131620733
GSI-2025-1304,Lithium (Carbonate),Chhattisgarh,17.10591798382756,82.14992153542038,G2 (General),44.40447144180993
GSI-2025-1305,LithiumHydroxide,Tamil Nadu,23.89999304859508,73.99255838607962,G3 (Prospecting),60.838692944611225
GSI-2025-1306,Graphite-ArtificialGraphite,Jammu & Kashmir,26.90090037904551,73.15039854224891,G4 (Recon),31.60619144495007
GSI-2025-1307,RareEarthMetal-FerroAlloys,Madhya Pradesh,27.62484352860954,83.90414979416754,G2 (General),90.39394562314807
GSI-2025-1308,Lithium (Carbonate),Jharkhand,13.790644911180983,86.76788296397898,G3 (Prospecting),43.266808170416006
GSI-2025-1309,LithiumHydroxide,Jammu & Kashmir,23.190419602783575,81.64986370880669,G4 (Recon),81.39689955342757
GSI-2025-1310,Cobalt-MattesIntermediates,Jharkhand,23.495766949002537,86.52053257745733,G3 (Prospecting),83.25564502254522
GSI-2025-1311,Titanium-TitaniumDioxide,Odisha,15.628843220750115,73.41861479326165,G4 (Recon),58.46207450166499
GSI-2025-1312,RareEarthMetal-Compounds,Jharkhand,13.605178632770393,72.06115522895297,G4 (Recon),43.66474974424513
GSI-2025-1313,Graphite-NaturalGraphite,Tamil Nadu,21.97280205802428,80.16330945598685,G3 (Prospecting),86.76548492645483
GSI-2025-1314,LithiumHydroxide,Jammu & Kashmir,14.478492980856048,86.75765838201698,G4 (Recon),41.43378746265918
GSI-2025-1315,Titanium-Ores,Madhya Pradesh,20.509872545211017,73.12824232267971,G4 (Recon),76.23773739746983
GSI-2025-1316,Copper,Jharkhand,18.352248902450842,73.13953370728015,G2 (General),81.35366243503702
GSI-2025-1317,RareEarthMetal-Compounds,Karnataka,18.126311327539,82.044490552805,G3 (Prospecting),26.73640192416019
GSI-2025-1318,Graphite,Madhya Pradesh,15.394885867804406,72.73146432817347,G4 (Recon),56.351768024004194
GSI-2025-1319,LithiumHydroxide,Chhattisgarh,18.371468671503777,78.59398370346689,G4 (Recon),83.78132222141801
GSI-2025-1320,Graphite,Jammu & Kashmir,18.81003280957009,85.2141915152391,G3 (Prospecting),57.38449901799791
GSI-2025-1321,Graphite,Madhya Pradesh,13.306683976422393,80.8721819480589,G3 (Prospecting),23.35223094465512
GSI-2025-1322,RareEarthMetal-FerroAlloys,Jharkhand,28.2197094864649,76.81039262226113,G3 (Prospecting),83.27082016249656
GSI-2025-1323,RareEarthMetal-Compounds,Jharkhand,13.47422293256546,86.40353101928969,G3 (Prospecting),52.01109609434362
GSI-2025-1324,Graphite-ArtificialGraphite,Jammu & Kashmir,26.812304709452064,85.79569743484662,G3 (Prospecting),32.74381742029919
GSI-2025-1325,Graphite-NaturalGraphite,Madhya Pradesh,16.799149848081107,74.20043046733772,G4 (Recon),49.21562038720995
GSI-2025-1326,Lithium (Carbonate),Odisha,13.77318001223769,81.10092079005314,G4 (Recon),59.7065037053414
GSI-2025-1327,RareEarthMetal-FerroAlloys,Chhattisgarh,19.6740814962912,82.50318297579656,G3 (Prospecting),71.3407271149103
GSI-2025-1328,Copper,Chhattisgarh,24.363164039656404,84.33949624019134,G2 (General),41.2321653644602
GSI-2025-1329,RareEarthMetal-FerroAlloys,Karnataka,26.97115601419689,78.36056973380525,G4 (Recon),65.29013517608045
GSI-2025-1330,RareEarthMetal-FerroAlloys,Tamil Nadu,17.49024509786986,83.9592926723554,G4 (Recon),23.399573657339168
GSI-2025-1331,Copper,Jharkhand,25.913835129597793,79.74717023019521,G4 (Recon),90.48263083533134
GSI-2025-1332,LithiumCarbonate,Karnataka,17.87716296216975,82.7416433476895,G4 (Recon),62.67133640803314
GSI-2025-1333,Graphite-NaturalGraphite,Chhattisgarh,13.183904187941584,86.00655868908444,G2 (General),86.75672518077995
GSI-2025-1334,Titanium-Ores,Odisha,13.705512469714101,80.02855841691697,G3 (Prospecting),92.81967869825742
GSI-2025-1335,Graphite-NaturalGraphite,Odisha,23.721535767655823,84.41045547734379,G4 (Recon),82.6618524455908
GSI-2025-1336,RareEarthMetal-FerroAlloys,Jammu & Kashmir,17.72597105785042,75.40495401170124,G2 (General),55.33416821485091
GSI-2025-1337,Titanium-Ores,Rajasthan,21.65815605531176,84.06304820863073,G3 (Prospecting),61.10895689903376
GSI-2025-1338,Titanium-Ores,Chhattisgarh,14.091273928748187,76.31942908260538,G2 (General),83.42410891692683
GSI-2025-1339,LithiumHydroxide,Madhya Pradesh,15.580863862602758,71.46923781076336,G2 (General),42.39384199160952
GSI-2025-1340,LithiumHydroxide,Rajasthan,19.027953159128025,85.23624485517801,G4 (Recon),66.39915155615873
GSI-2025-1341,Titanium-TitaniumDioxide,Jammu & Kashmir,26.19605828341387,72.41134656506432,G3 (Prospecting),56.85833923803929
GSI-2025-1342,Graphite,Rajasthan,28.212936026192754,71.01116845171164,G2 (General),59.91985641592018
GSI-2025-1343,LithiumHydroxide,Jammu & Kashmir,19.988248954281822,76.23155492443728,G4 (Recon),42.41314589543991
GSI-2025-1344,Graphite-NaturalGraphite,Chhattisgarh,15.73714699704196,82.69395660245497,G2 (General),43.697985603293176
GSI-2025-1345,LithiumHydroxide,Tamil Nadu,14.324141529839345,85.01107213968429,G4 (Recon),61.6962954861822
GSI-2025-1346,Graphite-NaturalGraphite,Odisha,20.167768488959624,86.95439416025394,G3 (Prospecting),21.530423419689143
GSI-2025-1347,Titanium-Ores,Jharkhand,18.135604069336473,71.01202875591635,G2 (General),94.44885522839206
GSI-2025-1348,Cobalt-MattesIntermediates,Karnataka,12.89411562580788,73.39595555971343,G4 (Recon),91.88009901710852
GSI-2025-1349,Lithium (Carbonate),Odisha,15.521368989791432,80.82816349526202,G3 (Prospecting),90.60984642911944
GSI-2025-1350,Graphite-ArtificialGraphite,Jharkhand,21.012210187311176,73.92038407644742,G3 (Prospecting),73.4396591517226
GSI-2025-1351,Cobalt-MattesIntermediates,Madhya Pradesh,14.897406158479324,71.94838065415875,G4 (Recon),34.89781224787629
GSI-2025-1352,Titanium-Ores,Jammu & Kashmir,20.923902609311916,73.24866209175788,G3 (Prospecting),80.67915508652153
GSI-2025-1353,Copper,Chhattisgarh,16.304429260226684,86.14203797809735,G2 (General),48.61324373968405
GSI-2025-1354,RareEarthMetal-Compounds,Madhya Pradesh,15.924478075266316,72.31602309418777,G4 (Recon),65.54495038126338
GSI-2025-1355,Graphite-ArtificialGraphite,Karnataka,23.532378809603927,85.87177313599257,G4 (Recon),67.10778091965244
GSI-2025-1356,LithiumHydroxide,Tamil Nadu,26.851953550983932,76.5512446782219,G3 (Prospecting),53.649333404062354
GSI-2025-1357,Graphite-NaturalGraphite,Jharkhand,25.49272946168717,75.25378552732076,G4 (Recon),68.80912319529882
GSI-2025-1358,Graphite-ArtificialGraphite,Jharkhand,16.069298766727837,82.57537910523905,G3 (Prospecting),80.95029164413697
GSI-2025-1359,LithiumCarbonate,Madhya Pradesh,19.040391775664585,75.55711543718664,G4 (Recon),44.44873125515366
GSI-2025-1360,LithiumHydroxide,Jharkhand,23.472922250574193,84.05425168171553,G4 (Recon),32.95406581857337
GSI-2025-1361,RareEarthMetal-FerroAlloys,Tamil Nadu,17.9985126372611,75.16341118125621,G3 (Prospecting),57.840866682191184
GSI-2025-1362,Lithium (Carbonate),Rajasthan,21.999715054006067,83.14098997883256,G2 (General),36.22064909076725
GSI-2025-1363,LithiumHydroxide,Rajasthan,24.115716839320136,78.67955919454458,G3 (Prospecting),76.9485955621366
GSI-2025-1364,Titanium-Ores,Tamil Nadu,25.916309678915745,75.6569708667542,G4 (Recon),28.355581425331444
GSI-2025-1365,RareEarthMetal-FerroAlloys,Karnataka,21.19731285609536,76.66481593449069,G4 (Recon),52.57565296669319
GSI-2025-1366,RareEarthMetal-FerroAlloys,Jharkhand,27.752733067109524,73.73775179283687,G4 (Recon),51.890257208528155
GSI-2025-1367,LithiumHydroxide,Tamil Nadu,22.202699560639196,78.83876127746537,G3 (Prospecting),32.653478789298305
GSI-2025-1368,RareEarthMetal-FerroAlloys,Jammu & Kashmir,27.08601771203451,85.75059256603095,G2 (General),45.139172722936785
GSI-2025-1369,Titanium-TitaniumDioxide,Madhya Pradesh,16.136676211322218,80.35875460926053,G2 (General),70.87946051602387
GSI-2025-1370,Titanium-Ores,Karnataka,20.939364355112694,76.03401886370287,G2 (General),22.22888019710332
GSI-2025-1371,Graphite-ArtificialGraphite,Madhya Pradesh,15.00168723139088,81.15182272996194,G3 (Prospecting),79.76459373802686
GSI-2025-1372,Titanium-Ores,Jammu & Kashmir,22.63090803892539,86.70560775810412,G4 (Recon),40.198010426133926
GSI-2025-1373,Graphite,Rajasthan,18.297599234851425,79.63462739404778,G4 (Recon),92.7091884549329
GSI-2025-1374,Titanium-TitaniumDioxide,Jharkhand,15.716024819376521,83.37870635200174,G2 (General),62.79090370845281
GSI-2025-1375,Graphite-ArtificialGraphite,Odisha,13.058789546310118,75.89980196061079,G2 (General),33.92231108168863
GSI-2025-1376,Titanium-Ores,Jharkhand,14.928122043327408,82.87829856498946,G3 (Prospecting),29.51555115622127
GSI-2025-1377,Graphite-ArtificialGraphite,Jharkhand,15.313588434561998,74.45467369664718,G4 (Recon),51.373949295897006
GSI-2025-1378,Titanium-Ores,Madhya Pradesh,20.718996276294966,77.66112350746191,G4 (Recon),77.99982913999774
GSI-2025-1379,Graphite,Tamil Nadu,14.381967544066832,75.94362389827779,G3 (Prospecting),60.73554669727052
GSI-2025-1380,LithiumCarbonate,Jharkhand,28.53269247658104,81.031512926608,G4 (Recon),80.08694784309982
GSI-2025-1381,Graphite,Rajasthan,14.705410786386505,80.04074513857712,G4 (Recon),58.14940207661913
GSI-2025-1382,Lithium (Carbonate),Rajasthan,15.926377169974321,86.3976134922903,G2 (General),86.45932975771932
GSI-2025-1383,Lithium (Carbonate),Madhya Pradesh,12.891232415249021,72.54787611524227,G4 (Recon),36.94916628555549
GSI-2025-1384,Titanium-Ores,Jammu & Kashmir,23.224218654594996,78.11397980088563,G2 (General),23.965534762142173
GSI-2025-1385,Lithium (Carbonate),Karnataka,21.983123053451905,76.380252286288,G2 (General),31.834105542849805
GSI-2025-1386,Cobalt-MattesIntermediates,Jharkhand,13.446407204129876,82.31000010241048,G3 (Prospecting),62.67721609708776
GSI-2025-1387,Titanium-TitaniumDioxide,Tamil Nadu,22.887021221966585,80.30052713487389,G4 (Recon),46.546503386148615
GSI-2025-1388,Titanium-TitaniumDioxide,Rajasthan,21.462354943638502,80.11697936923807,G3 (Prospecting),38.90076886404481
GSI-2025-1389,Graphite-NaturalGraphite,Jharkhand,24.096392688398822,79.1022050387839,G4 (Recon),47.93422480879235
GSI-2025-1390,Graphite,Jammu & Kashmir,15.714534286055908,72.43571338584348,G2 (General),21.8086548642573
GSI-2025-1391,RareEarthMetal-Compounds,Rajasthan,16.178625433109552,80.95572398326394,G2 (General),28.801707711396798
GSI-2025-1392,LithiumCarbonate,Odisha,13.823074129004537,81.81733842555768,G2 (General),31.58380123218246
GSI-2025-1393,Graphite-NaturalGraphite,Odisha,14.612237670924202,78.58014295440807,G4 (Recon),30.968184828595806
GSI-2025-1394,LithiumCarbonate,Odisha,18.33786681637852,86.63051549060506,G2 (General),47.784274295022286
GSI-2025-1395,LithiumCarbonate,Karnataka,16.741040195370786,78.72947555916842,G3 (Prospecting),59.26865534369475
GSI-2025-1396,Titanium-TitaniumDioxide,Karnataka,14.564970041036288,86.14076619204664,G3 (Prospecting),81.35051643066559
GSI-2025-1397,Graphite,Madhya Pradesh,17.16855236445717,83.54497588011928,G4 (Recon),93.89770034940577
GSI-2025-1398,Lithium (Carbonate),Chhattisgarh,22.632944324599702,79.55450827870987,G2 (General),50.48613489039558
GSI-2025-1399,Titanium-Ores,Karnataka,17.17938048919338,81.48967411220914,G4 (Recon),62.24039935226683
GSI-2025-1400,Cobalt-MattesIntermediates,Jammu & Kashmir,20.14351391689178,73.71151275574454,G3 (Prospecting),76.96625182855573
GSI-2025-1401,Graphite-NaturalGraphite,Odisha,12.644495231770147,75.71474187114198,G3 (Prospecting),76.9661075688013
GSI-2025-1402,Titanium-Ores,Madhya Pradesh,16.712509691909112,82.33934436595257,G3 (Prospecting),38.623587660962556
GSI-2025-1403,RareEarthMetal-FerroAlloys,Madhya Pradesh,17.948829283816732,70.99494432898081,G4 (Recon),69.91005597032287
GSI-2025-1404,LithiumCarbonate,Rajasthan,13.320825538692239,83.79844661849965,G4 (Recon),42.948922068635596
GSI-2025-1405,Graphite-ArtificialGraphite,Madhya Pradesh,17.78797070566948,73.66424968276175,G4 (Recon),83.78874815742975
GSI-2025-1406,Titanium-TitaniumDioxide,Odisha,27.819231645112506,77.48326032811218,G2 (General),45.263672753891505
GSI-2025-1407,Graphite-ArtificialGraphite,Madhya Pradesh,22.93673265190376,82.9485225982859,G2 (General),67.8848035380784
GSI-2025-1408,Lithium (Carbonate),Rajasthan,27.674912368384025,72.17246635586731,G4 (Recon),37.44924283569728
GSI-2025-1409,Titanium-TitaniumDioxide,Odisha,21.38363292641121,83.74346843490264,G3 (Prospecting),82.8070403520085
GSI-2025-1410,LithiumHydroxide,Jharkhand,23.83226315918065,72.23499442365564,G2 (General),42.90330266145571
GSI-2025-1411,Graphite-ArtificialGraphite,Rajasthan,21.199879296185678,82.63577782868045,G3 (Prospecting),80.96584614468435
GSI-2025-1412,LithiumHydroxide,Jharkhand,13.264022835361867,83.08249209192859,G3 (Prospecting),93.47161882975844
GSI-2025-1413,Lithium (Carbonate),Odisha,16.099656427411432,75.81810044210275,G3 (Prospecting),24.216003946661765
GSI-2025-1414,Titanium-TitaniumDioxide,Madhya Pradesh,15.98371460113791,72.82204443918148,G3 (Prospecting),94.49616320140568
GSI-2025-1415,Graphite-ArtificialGraphite,Rajasthan,25.99731942276017,76.81217459663735,G2 (General),36.93543104823806
GSI-2025-1416,Cobalt-MattesIntermediates,Rajasthan,14.801437997563747,86.24529529995424,G4 (Recon),45.80272918032182
GSI-2025-1417,Titanium-UnwroughtMetalPowders,Madhya Pradesh,13.532028867641808,71.13478402754366,G4 (Recon),55.34861947331681
GSI-2025-1418,Graphite-NaturalGraphite,Jharkhand,17.44757089705292,83.59970830997085,G3 (Prospecting),72.7061919086899
GSI-2025-1419,LithiumCarbonate,Jammu & Kashmir,22.539985816831297,73.44395393058906,G3 (Prospecting),72.21465279969053
GSI-2025-1420,Titanium-UnwroughtMetalPowders,Rajasthan,19.87468120647304,81.21207292216027,G3 (Prospecting),77.75472477899604
GSI-2025-1421,RareEarthMetal-Compounds,Madhya Pradesh,25.12239435715225,79.83016301738417,G3 (Prospecting),38.58090137716333
GSI-2025-1422,Lithium (Carbonate),Odisha,26.453001138046115,80.04931116627485,G2 (General),25.60530519564539
GSI-2025-1423,LithiumCarbonate,Jammu & Kashmir,15.191317943789564,80.25937014276741,G4 (Recon),23.924446646935323
GSI-2025-1424,RareEarthMetal-Compounds,Madhya Pradesh,19.983107902396227,80.41137085867366,G4 (Recon),79.48846900178006
GSI-2025-1425,Lithium (Carbonate),Jharkhand,25.45251157608876,78.93268627636249,G2 (General),33.75825868491651
GSI-2025-1426,Graphite-NaturalGraphite,Tamil Nadu,24.53875208633588,74.78372282535817,G2 (General),43.41312039735448
GSI-2025-1427,Copper,Chhattisgarh,27.341635713808493,79.53840866727298,G3 (Prospecting),48.50664681431703
GSI-2025-1428,Titanium-Ores,Jammu & Kashmir,19.576195731885583,76.46219411458807,G2 (General),64.72064573754487
GSI-2025-1429,Titanium-Ores,Odisha,18.12043507619028,84.01776068745322,G2 (General),70.70407267747527
GSI-2025-1430,Graphite,Chhattisgarh,15.836541508191575,81.0788835347679,G2 (General),45.21807619240452
GSI-2025-1431,Titanium-Ores,Odisha,14.803622626542365,85.14363649444029,G4 (Recon),83.09750675089938
GSI-2025-1432,Titanium-TitaniumDioxide,Jharkhand,13.841649541066507,83.07508175824952,G3 (Prospecting),24.010827200062405
GSI-2025-1433,Copper,Jammu & Kashmir,12.648830173294943,72.36315207282398,G3 (Prospecting),76.90831577571831
GSI-2025-1434,Titanium-TitaniumDioxide,Rajasthan,19.385694642012357,85.71711393162826,G3 (Prospecting),68.15242713871372
GSI-2025-1435,LithiumCarbonate,Madhya Pradesh,15.632032238448803,77.32430608796118,G3 (Prospecting),57.6655806622167
GSI-2025-1436,Titanium-UnwroughtMetalPowders,Chhattisgarh,15.503721005508877,72.70988337250006,G3 (Prospecting),76.99651682565292
GSI-2025-1437,Graphite-ArtificialGraphite,Madhya Pradesh,15.965437170149244,86.7549675637316,G2 (General),39.34080679917057
GSI-2025-1438,Graphite,Chhattisgarh,22.98432698914251,73.63366890685175,G4 (Recon),45.030954678864745
GSI-2025-1439,Titanium-Ores,Madhya Pradesh,24.993276849515198,86.39434564270493,G3 (Prospecting),41.01130993184378
GSI-2025-1440,RareEarthMetal-Compounds,Chhattisgarh,19.67543318446075,79.44686236406432,G2 (General),80.36101416185076
GSI-2025-1441,RareEarthMetal-Compounds,Madhya Pradesh,21.963688658164813,73.51112909457895,G2 (General),87.17990226723725
GSI-2025-1442,Graphite-ArtificialGraphite,Jammu & Kashmir,28.552969774496205,81.84547762440366,G2 (General),50.85984549532712
GSI-2025-1443,Graphite-ArtificialGraphite,Odisha,20.13889068496954,82.78731138737827,G2 (General),31.290367556965634
GSI-2025-1444,Cobalt-MattesIntermediates,Chhattisgarh,16.156306301263157,84.64580962145301,G4 (Recon),75.99538227874018
GSI-2025-1445,Cobalt-MattesIntermediates,Tamil Nadu,26.22357294789864,85.67347832583465,G3 (Prospecting),87.68400506396273
GSI-2025-1446,LithiumHydroxide,Odisha,20.027425593559656,70.97085681775707,G2 (General),58.54499119996412
GSI-2025-1447,Graphite-NaturalGraphite,Karnataka,21.098002475944785,73.34435895224632,G3 (Prospecting),80.99123698560109
