HSN,Commodity,Country,Year,Month,Trade Type,Value (Rs Cr),Quantity,Unit
2530,Lithium ores,Australia,2018,12,Export,4481.086098027758,12267.775688663223,MT
2530,Lithium ores,Chile,2018,12,Export,1144.2130497229082,2525.5700613410568,MT
2530,Lithium ores,China,2018,12,Export,3293.167444341837,19057.790842464296,MT
2530,Lithium ores,Argentina,2018,12,Export,4335.355424214222,24187.2854278863,MT
2530,Lithium ores,Zimbabwe,2018,12,Export,4844.1477967821365,10090.750269452936,MT
2508,Graphite ores,China,2018,12,Import,4356.2535229824925,39053.24578679534,MT
2508,Graphite ores,Madagascar,2018,12,Import,3877.5170387558546,42394.37817772749,MT
2508,Graphite ores,Mozambique,2018,12,Import,3829.0175556206946,31684.795759939356,MT
2508,Graphite ores,Sri Lanka,2018,12,Import,743.0999006436991,2593.7827950713436,MT
2508,Graphite ores,Canada,2018,12,Import,4612.154454296866,31215.865411516163,MT
2508,Graphite ores,China,2018,12,Export,4003.032725783264,24594.595224114953,MT
2508,Graphite ores,Madagascar,2018,12,Export,674.8101259157329,7134.103817924972,MT
2508,Graphite ores,Mozambique,2018,12,Export,3459.2699074219595,22084.98885007367,MT
2508,Graphite ores,Sri Lanka,2018,12,Export,1082.5711608316499,25088.132790330408,MT
2508,Graphite ores,Canada,2018,12,Export,414.623791668157,29516.59869380554,MT
2603,Copper ores,Chile,2019,1,Import,1418.0676817319786,40080.39593122222,MT
2603,Copper ores,Australia,2019,1,Import,1620.7735987255114,23305.78730500826,MT
2603,Copper ores,Indonesia,2019,1,Import,156.9406455496931,4549.897501933385,MT
2603,Copper ores,Peru,2019,1,Import,2023.2184263927556,24517.00290113905,MT
2603,Copper ores,USA,2019,1,Import,3040.100685784588,15291.466356755858,MT
2603,Copper ores,Chile,2019,1,Export,3505.4112420200586,43145.99746227102,MT
2603,Copper ores,Australia,2019,1,Export,3921.269845577414,2941.3224420695,MT
2603,Copper ores,Indonesia,2019,1,Export,2454.4840415633616,6141.578742490568,MT
2603,Copper ores,Peru,2019,1,Export,1286.0205777263845,49346.46707009018,MT
2603,Copper ores,USA,2019,1,Export,798.2281602174148,25445.519519116446,MT
2530,Lithium ores,Australia,2019,1,Import,3128.9630981587834,35420.783556661096,MT
2530,Lithium ores,Chile,2019,1,Import,2842.278549085879,1478.7715235399992,MT
2530,Lithium ores,China,2019,1,Import,1699.6604103955603,26367.87052585086,MT
2530,Lithium ores,Argentina,2019,1,Import,530.5458458096834,18180.719629249856,MT
2530,Lithium ores,Zimbabwe,2019,1,Import,262.6952330776962,4850.346360596017,MT
2530,Lithium ores,Australia,2019,1,Export,2044.9240533878208,7503.071948109958,MT
2530,Lithium ores,Chile,2019,1,Export,2880.950156481635,34783.783487726025,MT
2530,Lithium ores,China,2019,1,Export,4022.874825634506,10807.361967995694,MT
2530,Lithium ores,Argentina,2019,1,Export,920.6646530694418,6123.824176385612,MT
2530,Lithium ores,Zimbabwe,2019,1,Export,3218.50822276382,35617.31059785816,MT
2508,Graphite ores,China,2019,1,Import,254.77210964564597,46874.4000659408,MT
2508,Graphite ores,Madagascar,2019,1,Import,354.6592898922148,27523.520429752454,MT
2508,Graphite ores,Mozambique,2019,1,Import,3574.3965453094906,43677.4870635582,MT
2508,Graphite ores,Sri Lanka,2019,1,Import,3599.025967448896,40284.6760704198,MT
2508,Graphite ores,Canada,2019,1,Import,1763.3059434597496,40926.4305735791,MT
2508,Graphite ores,China,2019,1,Export,492.5627472849082,44846.016146965856,MT
2508,Graphite ores,Madagascar,2019,1,Export,2783.2026431533077,41047.59072816219,MT
2508,Graphite ores,Mozambique,2019,1,Export,2316.3595941396707,32535.307064629724,MT
2508,Graphite ores,Sri Lanka,2019,1,Export,2679.373038586955,36847.886566011264,MT
2508,Graphite ores,Canada,2019,1,Export,499.9869119498889,3957.252115537626,MT
2603,Copper ores,Chile,2019,2,Import,1310.8058466497175,8817.68932554623,MT
2603,Copper ores,Australia,2019,2,Import,4371.739476301788,11741.48538054417,MT
2603,Copper ores,Indonesia,2019,2,Import,4881.739753513743,17507.893796784236,MT
2603,Copper ores,Peru,2019,2,Import,992.3777868746265,39695.226849981475,MT
2603,Copper ores,USA,2019,2,Import,3327.6680999542928,25411.59010620381,MT
2603,Copper ores,Chile,2019,2,Export,2821.281399594393,36240.88713534093,MT
2603,Copper ores,Australia,2019,2,Export,1219.4282325233637,49820.36188678035,MT
2603,Copper ores,Indonesia,2019,2,Export,4876.486494519238,32865.95863099991,MT
2603,Copper ores,Peru,2019,2,Export,1077.758009552811,34331.18387913328,MT
2603,Copper ores,USA,2019,2,Export,453.77220399796164,2501.972608084497,MT
2530,Lithium ores,Australia,2019,2,Import,1362.646153704947,23668.524880226498,MT
2530,Lithium ores,Chile,2019,2,Import,4354.535276501065,36631.28441854909,MT
2530,Lithium ores,China,2019,2,Import,3739.261953879907,21849.173387955692,MT
2530,Lithium ores,Argentina,2019,2,Import,1795.0814634801184,19180.89938624553,MT
2530,Lithium ores,Zimbabwe,2019,2,Import,4939.482862306683,2965.3503792116417,MT
2530,Lithium ores,Australia,2019,2,Export,4348.454330999998,29355.095020047276,MT
2530,Lithium ores,Chile,2019,2,Export,2249.215554028993,36537.62536034169,MT
2530,Lithium ores,China,2019,2,Export,2484.677812981044,43797.738666001365,MT
2530,Lithium ores,Argentina,2019,2,Export,4513.439133655167,21664.325416799315,MT
2530,Lithium ores,Zimbabwe,2019,2,Export,1456.4562064517527,30025.16610107475,MT
2508,Graphite ores,China,2019,2,Import,4570.5803935217855,11322.447261277663,MT
2508,Graphite ores,Madagascar,2019,2,Import,3152.5362594610656,31946.450784533507,MT
2508,Graphite ores,Mozambique,2019,2,Import,3692.253809834877,7446.81657123573,MT
2508,Graphite ores,Sri Lanka,2019,2,Import,3607.542326942234,45542.59351261641,MT
2508,Graphite ores,Canada,2019,2,Import,980.4472334641856,12639.622921270004,MT
2508,Graphite ores,China,2019,2,Export,4859.835960804034,9867.870682764998,MT
2508,Graphite ores,Madagascar,2019,2,Export,4286.486957510938,25121.614965953704,MT
2508,Graphite ores,Mozambique,2019,2,Export,1311.4322645755676,43666.74516235306,MT
2508,Graphite ores,Sri Lanka,2019,2,Export,2281.995749513061,26226.05034255482,MT
2508,Graphite ores,Canada,2019,2,Export,1860.2435100588518,30054.591720311444,MT
2603,Copper ores,Chile,2019,3,Import,901.2669756666115,20162.995295936274,MT
2603,Copper ores,Australia,2019,3,Import,4850.120379442908,13648.53820235525,MT
2603,Copper ores,Indonesia,2019,3,Import,3318.0096562523318,16934.31314701005,MT
2603,Copper ores,Peru,2019,3,Import,3890.018315864343,7412.809375199142,MT
2603,Copper ores,USA,2019,3,Import,4852.123120884869,23235.687527798324,MT
2603,Copper ores,Chile,2019,3,Export,1256.6472703976733,4601.34061917062,MT
2603,Copper ores,Australia,2019,3,Export,931.8137349289497,26468.923479244866,MT
2603,Copper ores,Indonesia,2019,3,Export,1751.315564513303,41615.284928247864,MT
2603,Copper ores,Peru,2019,3,Export,2211.348865942849,13186.999356793865,MT
2603,Copper ores,USA,2019,3,Export,3124.0104343597473,35632.08362738685,MT
2530,Lithium ores,Australia,2019,3,Import,918.5053487146544,9213.341598127565,MT
2530,Lithium ores,Chile,2019,3,Import,279.68999197436057,37083.698738216386,MT
2530,Lithium ores,China,2019,3,Import,3352.642185346845,24256.91291174088,MT
2530,Lithium ores,Argentina,2019,3,Import,4236.435199949066,40477.83749455261,MT
2530,Lithium ores,Zimbabwe,2019,3,Import,2968.2363855440854,43545.29274514967,MT
2530,Lithium ores,Australia,2019,3,Export,1108.6219291801644,6484.061350488666,MT
2530,Lithium ores,Chile,2019,3,Export,1421.773096433249,3797.2559483764276,MT
2530,Lithium ores,China,2019,3,Export,2702.7306872050567,46893.67892245311,MT
2530,Lithium ores,Argentina,2019,3,Export,292.7833492756973,6983.385786491313,MT
2530,Lithium ores,Zimbabwe,2019,3,Export,2315.775238588833,46759.875858867345,MT
2508,Graphite ores,China,2019,3,Import,1649.1649143860775,25854.505625731228,MT
2508,Graphite ores,Madagascar,2019,3,Import,303.70700934692127,8268.816847142354,MT
2508,Graphite ores,Mozambique,2019,3,Import,4934.48760249835,48290.81612536623,MT
2508,Graphite ores,Sri Lanka,2019,3,Import,124.20590657860711,47638.77748573871,MT
2508,Graphite ores,Canada,2019,3,Import,3231.687695295952,43527.996431481086,MT
2508,Graphite ores,China,2019,3,Export,2328.2252926059095,26264.205400383264,MT
2508,Graphite ores,Madagascar,2019,3,Export,2495.348243258909,33676.34861975911,MT
2508,Graphite ores,Mozambique,2019,3,Export,784.2911483059332,2468.70590376122,MT
2508,Graphite ores,Sri Lanka,2019,3,Export,1608.8567137968355,35529.357374095685,MT
2508,Graphite ores,Canada,2019,3,Export,1089.081915402447,33998.18923292095,MT
2603,Copper ores,Chile,2019,4,Import,4852.569025925625,5601.135073681501,MT
2603,Copper ores,Australia,2019,4,Import,3395.7503793031187,22743.760745923988,MT
2603,Copper ores,Indonesia,2019,4,Import,4353.897046449776,9680.33968292191,MT
2603,Copper ores,Peru,2019,4,Import,3493.867165908206,42067.6491927574,MT
2603,Copper ores,USA,2019,4,Import,4728.609675422714,34479.153386192644,MT
2603,Copper ores,Chile,2019,4,Export,2536.156343641294,31274.514769859477,MT
2603,Copper ores,Australia,2019,4,Export,4357.634423945719,28959.877585302653,MT
2603,Copper ores,Indonesia,2019,4,Export,248.8965925145006,46616.48607984191,MT
2603,Copper ores,Peru,2019,4,Export,3478.6810800546496,34149.15590308508,MT
2603,Copper ores,USA,2019,4,Export,1156.808246748814,33285.388041400205,MT
2530,Lithium ores,Australia,2019,4,Import,2029.9355877053765,32910.41587503311,MT
2530,Lithium ores,Chile,2019,4,Import,622.3058485091545,33234.41992554876,MT
2530,Lithium ores,China,2019,4,Import,4997.127256276266,3362.3899041672453,MT
2530,Lithium ores,Argentina,2019,4,Import,4888.153502684455,20938.49007542066,MT
2530,Lithium ores,Zimbabwe,2019,4,Import,4366.69190665257,39336.8887188554,MT
2530,Lithium ores,Australia,2019,4,Export,2878.379678834672,37184.011253315,MT
2530,Lithium ores,Chile,2019,4,Export,4404.726250376605,20802.875760900617,MT
2530,Lithium ores,China,2019,4,Export,1702.4624916598696,33712.075892615656,MT
2530,Lithium ores,Argentina,2019,4,Export,4058.445115512167,38351.97160405417,MT
2530,Lithium ores,Zimbabwe,2019,4,Export,4009.286879407309,22343.582425833716,MT
2508,Graphite ores,China,2019,4,Import,4107.387659257605,6890.2437131598135,MT
2508,Graphite ores,Madagascar,2019,4,Import,2767.9965800081627,1282.174364407957,MT
2508,Graphite ores,Mozambique,2019,4,Import,1690.4705665113245,18956.615208698495,MT
2508,Graphite ores,Sri Lanka,2019,4,Import,2041.2461888853513,35077.89312780325,MT
2508,Graphite ores,Canada,2019,4,Import,2003.934696224694,22985.987508504,MT
2508,Graphite ores,China,2019,4,Export,1263.9662412842047,19289.337789837664,MT
2508,Graphite ores,Madagascar,2019,4,Export,1213.6211735894422,4586.600264653738,MT
2508,Graphite ores,Mozambique,2019,4,Export,3056.8981075687516,33742.4271291958,MT
2508,Graphite ores,Sri Lanka,2019,4,Export,3135.502695447111,23711.208146228044,MT
2508,Graphite ores,Canada,2019,4,Export,1960.9503228782262,43303.34882901944,MT
2603,Copper ores,Chile,2019,5,Import,2643.5007471674685,24479.912003856818,MT
2603,Copper ores,Australia,2019,5,Import,225.64612245153486,17721.14355368166,MT
2603,Copper ores,Indonesia,2019,5,Import,1962.9585320506997,20542.316263948123,MT
2603,Copper ores,Peru,2019,5,Import,2942.8446092139284,27146.524789617044,MT
2603,Copper ores,USA,2019,5,Import,3078.7349546878786,38479.27981556429,MT
2603,Copper ores,Chile,2019,5,Export,4083.630119708858,36188.030735098226,MT
2603,Copper ores,Australia,2019,5,Export,4782.06611017918,1893.39655114172,MT
2603,Copper ores,Indonesia,2019,5,Export,1059.3121298493759,1370.580873928964,MT
2603,Copper ores,Peru,2019,5,Export,3272.6260993575547,45003.49689854936,MT
2603,Copper ores,USA,2019,5,Export,1293.0632532238665,46424.692695019025,MT
2530,Lithium ores,Australia,2019,5,Import,395.31021241884815,46787.3653134702,MT
2530,Lithium ores,Chile,2019,5,Import,1822.9511674742087,5969.62059401161,MT
2530,Lithium ores,China,2019,5,Import,2480.7716200129958,13582.05181830489,MT
2530,Lithium ores,Argentina,2019,5,Import,1495.8772196134219,16057.208281388042,MT
2530,Lithium ores,Zimbabwe,2019,5,Import,4034.8268993800507,27418.90255708747,MT
2530,Lithium ores,Australia,2019,5,Export,1625.407725864418,30906.355382235,MT
2530,Lithium ores,Chile,2019,5,Export,3609.1383036936486,14358.576035943155,MT
2530,Lithium ores,China,2019,5,Export,2126.3905974742224,6972.41857351043,MT
2530,Lithium ores,Argentina,2019,5,Export,987.6318127199336,34374.774844284155,MT
2530,Lithium ores,Zimbabwe,2019,5,Export,989.047903708572,26733.005799685947,MT
2508,Graphite ores,China,2019,5,Import,3574.32668243992,6236.969231642448,MT
2508,Graphite ores,Madagascar,2019,5,Import,2879.8298761816272,13571.576401366825,MT
2508,Graphite ores,Mozambique,2019,5,Import,4818.341688664141,24693.736689276313,MT
2508,Graphite ores,Sri Lanka,2019,5,Import,4049.3634938982746,27961.100565656827,MT
2508,Graphite ores,Canada,2019,5,Import,312.7214109886139,32024.417404107095,MT
2508,Graphite ores,China,2019,5,Export,4761.876376812619,30478.97918717023,MT
2508,Graphite ores,Madagascar,2019,5,Export,4114.025411191272,44326.11670407198,MT
2508,Graphite ores,Mozambique,2019,5,Export,1217.590882549769,11390.197155503105,MT
2508,Graphite ores,Sri Lanka,2019,5,Export,3093.8068453698593,21140.39502052853,MT
2508,Graphite ores,Canada,2019,5,Export,4215.32038404693,45101.133046502546,MT
2603,Copper ores,Chile,2019,6,Import,1831.7647585833188,12606.65738974962,MT
2603,Copper ores,Australia,2019,6,Import,3924.575024694923,14465.49574185867,MT
2603,Copper ores,Indonesia,2019,6,Import,4130.810160717025,21763.174428789378,MT
2603,Copper ores,Peru,2019,6,Import,3370.9945065282054,5681.230377898741,MT
2603,Copper ores,USA,2019,6,Import,3156.910690915208,23136.616258124228,MT
2603,Copper ores,Chile,2019,6,Export,2974.381469559823,9232.696179498307,MT
2603,Copper ores,Australia,2019,6,Export,3710.681350226492,43277.0567996182,MT
2603,Copper ores,Indonesia,2019,6,Export,1162.0250204448007,5690.013220487925,MT
2603,Copper ores,Peru,2019,6,Export,215.82907162704834,32456.603521720033,MT
2603,Copper ores,USA,2019,6,Export,3074.760776835026,27788.17322298943,MT
2530,Lithium ores,Australia,2019,6,Import,1236.5407709682795,20154.39379937022,MT
2530,Lithium ores,Chile,2019,6,Import,3012.934042412248,25341.5760840993,MT
2530,Lithium ores,China,2019,6,Import,4940.149049052948,7685.547875279924,MT
2530,Lithium ores,Argentina,2019,6,Import,3506.2083148332094,20811.619637110314,MT
2530,Lithium ores,Zimbabwe,2019,6,Import,2198.1781131355124,36162.290517250636,MT
2530,Lithium ores,Australia,2019,6,Export,3492.9371414894113,49571.54369140723,MT
2530,Lithium ores,Chile,2019,6,Export,729.1320183252136,6101.372819824151,MT
2530,Lithium ores,China,2019,6,Export,3649.2602039308317,29340.958933314047,MT
2530,Lithium ores,Argentina,2019,6,Export,1443.3872661430487,4891.549080460343,MT
2530,Lithium ores,Zimbabwe,2019,6,Export,519.7254230225096,44815.352858541795,MT
2508,Graphite ores,China,2019,6,Import,1040.1498911218403,16845.20654366052,MT
2508,Graphite ores,Madagascar,2019,6,Import,1210.6163709122413,18394.818985764927,MT
2508,Graphite ores,Mozambique,2019,6,Import,440.1768294558575,26433.929754505247,MT
2508,Graphite ores,Sri Lanka,2019,6,Import,431.301561601853,40217.46888329572,MT
2508,Graphite ores,Canada,2019,6,Import,1245.1892013611218,27460.58381562102,MT
2508,Graphite ores,China,2019,6,Export,4412.387529051145,32892.99108331252,MT
2508,Graphite ores,Madagascar,2019,6,Export,2711.493154101543,16892.353902653405,MT
2508,Graphite ores,Mozambique,2019,6,Export,1731.7093739851698,33804.860804711316,MT
2508,Graphite ores,Sri Lanka,2019,6,Export,4971.282869983721,33430.12030261955,MT
2508,Graphite ores,Canada,2019,6,Export,2833.1387451131222,36801.875001723056,MT
2603,Copper ores,Chile,2019,7,Import,2379.507500190219,3946.9747874384757,MT
2603,Copper ores,Australia,2019,7,Import,2855.254397801758,47923.63894076363,MT
2603,Copper ores,Indonesia,2019,7,Import,958.9844175525322,34810.23965021262,MT
2603,Copper ores,Peru,2019,7,Import,1084.5750744293769,27255.556539180983,MT
2603,Copper ores,USA,2019,7,Import,573.7146032689261,23068.175876651072,MT
2603,Copper ores,Chile,2019,7,Export,3805.2003115867055,18031.004687710123,MT
2603,Copper ores,Australia,2019,7,Export,3358.0674499873685,39977.04807869673,MT
2603,Copper ores,Indonesia,2019,7,Export,4643.171315449318,12497.462010917223,MT
2603,Copper ores,Peru,2019,7,Export,2056.6479874656097,8468.384653190455,MT
2603,Copper ores,USA,2019,7,Export,4963.169160576039,46423.04742829047,MT
2530,Lithium ores,Australia,2019,7,Import,2745.789938374742,42259.63142444464,MT
2530,Lithium ores,Chile,2019,7,Import,2652.6940886330067,31555.698712135225,MT
2530,Lithium ores,China,2019,7,Import,536.7097173684814,38008.250604343586,MT
2530,Lithium ores,Argentina,2019,7,Import,725.7960698126507,41477.31388237389,MT
2530,Lithium ores,Zimbabwe,2019,7,Import,3931.937629584891,35728.49018940584,MT
2530,Lithium ores,Australia,2019,7,Export,277.1858645713344,15853.289441321102,MT
2530,Lithium ores,Chile,2019,7,Export,1389.25159256313,18646.683966104436,MT
2530,Lithium ores,China,2019,7,Export,529.4494591428088,46910.93332852208,MT
2530,Lithium ores,Argentina,2019,7,Export,2813.6309794906438,15970.691222243153,MT
2530,Lithium ores,Zimbabwe,2019,7,Export,2045.2094336639886,22912.92448473695,MT
2508,Graphite ores,China,2019,7,Import,3042.9122334670246,26268.29195712839,MT
2508,Graphite ores,Madagascar,2019,7,Import,4605.020668750645,25351.21066238568,MT
2508,Graphite ores,Mozambique,2019,7,Import,4961.574272634232,42719.82292950969,MT
2508,Graphite ores,Sri Lanka,2019,7,Import,1121.7015203509454,46599.1655175519,MT
2508,Graphite ores,Canada,2019,7,Import,670.1953496388328,41055.035716068385,MT
2508,Graphite ores,China,2019,7,Export,1965.0541380352424,44020.74170180841,MT
2508,Graphite ores,Madagascar,2019,7,Export,4353.477781526507,40490.344605763436,MT
2508,Graphite ores,Mozambique,2019,7,Export,3971.1491379046006,15929.277815803998,MT
2508,Graphite ores,Sri Lanka,2019,7,Export,496.5044869511357,20746.02875949291,MT
2508,Graphite ores,Canada,2019,7,Export,950.2701234338925,35052.60335622062,MT
2603,Copper ores,Chile,2019,8,Import,1795.888660035149,48804.89984213583,MT
2603,Copper ores,Australia,2019,8,Import,3240.763178992127,41301.547618083685,MT
2603,Copper ores,Indonesia,2019,8,Import,749.3708964350573,43238.709631358506,MT
2603,Copper ores,Peru,2019,8,Import,4621.5102335156325,24866.03402212786,MT
2603,Copper ores,USA,2019,8,Import,3070.6393949797894,38475.680244246774,MT
2603,Copper ores,Chile,2019,8,Export,956.7092735760215,25625.737746708677,MT
2603,Copper ores,Australia,2019,8,Export,2053.4488360843343,8172.325615950206,MT
2603,Copper ores,Indonesia,2019,8,Export,1900.918669228504,4340.443159889184,MT
2603,Copper ores,Peru,2019,8,Export,226.47834405248622,7623.1481685863155,MT
2603,Copper ores,USA,2019,8,Export,4819.264046786951,27926.94725885583,MT
2530,Lithium ores,Australia,2019,8,Import,4832.528589650778,22192.396038176466,MT
2530,Lithium ores,Chile,2019,8,Import,1627.8990521177718,25800.95127917196,MT
2530,Lithium ores,China,2019,8,Import,2253.6072743012596,6177.569528825452,MT
2530,Lithium ores,Argentina,2019,8,Import,3240.0489419820105,11585.870942970381,MT
2530,Lithium ores,Zimbabwe,2019,8,Import,3135.980978999365,32859.85352750952,MT
2530,Lithium ores,Australia,2019,8,Export,844.9217803303758,4006.13172842274,MT
2530,Lithium ores,Chile,2019,8,Export,3925.7317717353553,23530.22076469669,MT
2530,Lithium ores,China,2019,8,Export,385.0025979768314,49748.44954131859,MT
2530,Lithium ores,Argentina,2019,8,Export,383.1247488821965,35056.72621406911,MT
2530,Lithium ores,Zimbabwe,2019,8,Export,4920.026733790727,12719.825106580354,MT
2508,Graphite ores,China,2019,8,Import,797.0219065672612,6947.8620316990155,MT
2508,Graphite ores,Madagascar,2019,8,Import,1586.048223081218,5951.244739521688,MT
2508,Graphite ores,Mozambique,2019,8,Import,3491.5905743012463,4052.298108373072,MT
2508,Graphite ores,Sri Lanka,2019,8,Import,2596.1684279339697,49838.14583879586,MT
2508,Graphite ores,Canada,2019,8,Import,4088.454320579492,31145.752473319535,MT
2508,Graphite ores,China,2019,8,Export,1600.6427418543972,31570.895978290286,MT
2508,Graphite ores,Madagascar,2019,8,Export,2682.503173167093,21878.085810628203,MT
2508,Graphite ores,Mozambique,2019,8,Export,740.4808460269775,44443.60654678287,MT
2508,Graphite ores,Sri Lanka,2019,8,Export,2303.9447792244805,10536.503079217488,MT
2508,Graphite ores,Canada,2019,8,Export,1902.020819298719,21292.357873917426,MT
2603,Copper ores,Chile,2019,9,Import,4154.935688277685,36947.1046475087,MT
2603,Copper ores,Australia,2019,9,Import,3869.593978842565,1540.5319570037136,MT
2603,Copper ores,Indonesia,2019,9,Import,2139.1545910808313,24585.86343013086,MT
2603,Copper ores,Peru,2019,9,Import,194.04215643297778,13730.847228506676,MT
2603,Copper ores,USA,2019,9,Import,3825.4201332984617,7718.375580720954,MT
2603,Copper ores,Chile,2019,9,Export,2723.019644117699,11544.891728844637,MT
2603,Copper ores,Australia,2019,9,Export,159.39179575507703,12818.871422377533,MT
2603,Copper ores,Indonesia,2019,9,Export,4881.781399059264,40275.31848226649,MT
2603,Copper ores,Peru,2019,9,Export,4801.925557173064,24904.848152391758,MT
2603,Copper ores,USA,2019,9,Export,637.7073735197672,27850.014959710956,MT
2530,Lithium ores,Australia,2019,9,Import,2326.4489393438084,42373.49705424118,MT
2530,Lithium ores,Chile,2019,9,Import,580.6046458427985,24923.815714067132,MT
2530,Lithium ores,China,2019,9,Import,835.2384570005229,16909.12041761294,MT
2530,Lithium ores,Argentina,2019,9,Import,3713.049679200218,24324.88833906956,MT
2530,Lithium ores,Zimbabwe,2019,9,Import,1941.8525972142697,20329.33764993173,MT
2530,Lithium ores,Australia,2019,9,Export,2351.2891651893347,39465.81064801579,MT
2530,Lithium ores,Chile,2019,9,Export,4471.214975807148,47811.399638692485,MT
2530,Lithium ores,China,2019,9,Export,3955.826592650946,16454.937891652626,MT
2530,Lithium ores,Argentina,2019,9,Export,3471.8600598240564,22442.553078714205,MT
2530,Lithium ores,Zimbabwe,2019,9,Export,1347.8860480256508,42202.70739187021,MT
2508,Graphite ores,China,2019,9,Import,288.2891099153925,45186.337614635755,MT
2508,Graphite ores,Madagascar,2019,9,Import,2361.2395766611976,32222.87236360574,MT
2508,Graphite ores,Mozambique,2019,9,Import,3330.834218808335,44860.76929462028,MT
2508,Graphite ores,Sri Lanka,2019,9,Import,3219.681442619316,31082.745653243026,MT
2508,Graphite ores,Canada,2019,9,Import,426.5949987473808,26401.993075315,MT
2508,Graphite ores,China,2019,9,Export,835.8281040035041,37134.25466735279,MT
2508,Graphite ores,Madagascar,2019,9,Export,2609.887411982105,34331.16118120931,MT
2508,Graphite ores,Mozambique,2019,9,Export,304.1972129516829,5154.808786244358,MT
2508,Graphite ores,Sri Lanka,2019,9,Export,3609.984601507143,4532.132463934995,MT
2508,Graphite ores,Canada,2019,9,Export,449.15796604976714,1593.315286509485,MT
2603,Copper ores,Chile,2019,10,Import,4786.856851667452,37137.90961349134,MT
2603,Copper ores,Australia,2019,10,Import,1830.9319016601144,15530.243483095106,MT
2603,Copper ores,Indonesia,2019,10,Import,1813.5458257546627,38958.02302787791,MT
2603,Copper ores,Peru,2019,10,Import,3340.7159942450307,10074.58282550593,MT
2603,Copper ores,USA,2019,10,Import,953.1357431370133,5821.3868359564685,MT
2603,Copper ores,Chile,2019,10,Export,3335.483326536557,38454.26044886506,MT
2603,Copper ores,Australia,2019,10,Export,1398.7274987925198,2026.3030905147277,MT
2603,Copper ores,Indonesia,2019,10,Export,502.641170634494,48425.141707406496,MT
2603,Copper ores,Peru,2019,10,Export,1547.6794096393594,38691.93424406855,MT
2603,Copper ores,USA,2019,10,Export,3160.8514873858926,19715.0423429919,MT
2530,Lithium ores,Australia,2019,10,Import,1107.86758475822,6947.934489810915,MT
2530,Lithium ores,Chile,2019,10,Import,3113.5635433904463,38957.05525125161,MT
2530,Lithium ores,China,2019,10,Import,3255.13084235154,26984.80452920876,MT
2530,Lithium ores,Argentina,2019,10,Import,305.5609948150177,48455.95010212481,MT
2530,Lithium ores,Zimbabwe,2019,10,Import,4013.6995391074156,15348.279798347272,MT
2530,Lithium ores,Australia,2019,10,Export,4901.854613858368,30492.19789217978,MT
2530,Lithium ores,Chile,2019,10,Export,2953.871025215508,37655.58579204707,MT
2530,Lithium ores,China,2019,10,Export,4077.671961641674,33167.45175924363,MT
2530,Lithium ores,Argentina,2019,10,Export,727.6691571943801,17575.10779373042,MT
2530,Lithium ores,Zimbabwe,2019,10,Export,4647.6098375976435,12006.164980348743,MT
2508,Graphite ores,China,2019,10,Import,1923.6184168038153,22171.767264265603,MT
2508,Graphite ores,Madagascar,2019,10,Import,2253.084449502816,31034.03954223175,MT
2508,Graphite ores,Mozambique,2019,10,Import,4721.0716049490675,12793.942879792743,MT
2508,Graphite ores,Sri Lanka,2019,10,Import,695.3567438744985,10676.05400313693,MT
2508,Graphite ores,Canada,2019,10,Import,4445.93201102542,32644.729820105094,MT
2508,Graphite ores,China,2019,10,Export,1500.9432672718847,40981.400009462246,MT
2508,Graphite ores,Madagascar,2019,10,Export,4320.712982180837,42479.202595823626,MT
2508,Graphite ores,Mozambique,2019,10,Export,4602.7400148338165,13359.809988494717,MT
2508,Graphite ores,Sri Lanka,2019,10,Export,3799.7054508567635,23566.43536643286,MT
2508,Graphite ores,Canada,2019,10,Export,4225.792909161301,36696.04318091905,MT
2603,Copper ores,Chile,2019,11,Import,3904.5924878486508,33151.93004637251,MT
2603,Copper ores,Australia,2019,11,Import,969.4009704015637,27706.31902594998,MT
2603,Copper ores,Indonesia,2019,11,Import,4924.88172367009,46932.01525835883,MT
2603,Copper ores,Peru,2019,11,Import,311.5513054053572,9075.925970742419,MT
2603,Copper ores,USA,2019,11,Import,745.4709899273533,36573.01558927948,MT
2603,Copper ores,Chile,2019,11,Export,4107.148116299031,11462.056949222924,MT
2603,Copper ores,Australia,2019,11,Export,2578.6781954639623,42194.4483725488,MT
2603,Copper ores,Indonesia,2019,11,Export,3690.727569354628,27569.623069100566,MT
2603,Copper ores,Peru,2019,11,Export,2992.703683247987,25909.666798897717,MT
2603,Copper ores,USA,2019,11,Export,1557.9874114622207,28686.07765009179,MT
2530,Lithium ores,Australia,2019,11,Import,3475.5379800454443,43792.82287717958,MT
2530,Lithium ores,Chile,2019,11,Import,3217.8276344983155,38294.95531511474,MT
2530,Lithium ores,China,2019,11,Import,884.3510112774077,23616.316246569706,MT
2530,Lithium ores,Argentina,2019,11,Import,145.72493715275715,13087.264361559528,MT
2530,Lithium ores,Zimbabwe,2019,11,Import,3659.6624040537235,49598.68761611881,MT
2530,Lithium ores,Australia,2019,11,Export,585.972687977358,20673.221477203126,MT
2530,Lithium ores,Chile,2019,11,Export,4020.3477466258814,10997.746096816043,MT
2530,Lithium ores,China,2019,11,Export,2819.9162515812027,36920.49350545406,MT
2530,Lithium ores,Argentina,2019,11,Export,3118.3287062748773,10213.21199615539,MT
