Year,Mineral,HS_Code,Flow,Country,Value_USD,Volume,Market_Share_Pct
2018-2019,RareEarthMetal-Compounds,28461010,Import,POLAND,,,
2018-2019,RareEarthMetal-Compounds,28461010,Import,SPAIN,,,
2018-2019,RareEarthMetal-Compounds,28461010,Import,U K,0.02,752.0,4.3478260869565215
2018-2019,RareEarthMetal-Compounds,28461010,Import,U S A,0.03,1012.0,6.521739130434782
2019-2020,RareEarthMetal-Compounds,28461010,Import,BELGIUM,0.0,1.0,0.0
2019-2020,RareEarthMetal-Compounds,28461010,Import,CHINA P RP,0.31,91000.0,59.61538461538461
2019-2020,RareEarthMetal-Compounds,28461010,Import,CZECH REPUBLIC,0.0,25.0,0.0
2019-2020,RareEarthMetal-Compounds,28461010,Import,FRANCE,0.0,,0.0
2019-2020,RareEarthMetal-Compounds,28461010,Import,GERMANY,0.0,251.0,0.0
2019-2020,RareEarthMetal-Compounds,28461010,Import,JAPAN,0.0,1.0,0.0
2019-2020,RareEarthMetal-Compounds,28461010,Import,KOREA RP,,,
2019-2020,RareEarthMetal-Compounds,28461010,Import,NORWAY,,,
2019-2020,RareEarthMetal-Compounds,28461010,Import,U K,0.19,10505.0,36.53846153846153
2019-2020,RareEarthMetal-Compounds,28461010,Import,U S A,0.02,712.0,3.8461538461538463
2020-2021,RareEarthMetal-Compounds,28461010,Import,BELGIUM,0.0,3.0,0.0
2020-2021,RareEarthMetal-Compounds,28461010,Import,CHINA P RP,1.12,134000.0,55.172413793103445
2020-2021,RareEarthMetal-Compounds,28461010,Import,CZECH REPUBLIC,,,
2020-2021,RareEarthMetal-Compounds,28461010,Import,ESTONIA,0.0,100.0,0.0
2020-2021,RareEarthMetal-Compounds,28461010,Import,FRANCE,,,
2020-2021,RareEarthMetal-Compounds,28461010,Import,GERMANY,0.2,10400.0,9.852216748768472
2020-2021,RareEarthMetal-Compounds,28461010,Import,HONG KONG,0.02,3720.0,0.9852216748768471
2020-2021,RareEarthMetal-Compounds,28461010,Import,JAPAN,0.0,,0.0
2020-2021,RareEarthMetal-Compounds,28461010,Import,NORWAY,0.29,15500.0,14.285714285714283
2020-2021,RareEarthMetal-Compounds,28461010,Import,SOUTH AFRICA,0.07,3000.0,3.4482758620689653
2020-2021,RareEarthMetal-Compounds,28461010,Import,SWITZERLAND,0.0,10.0,0.0
2020-2021,RareEarthMetal-Compounds,28461010,Import,TAIWAN,0.01,500.0,0.49261083743842354
2020-2021,RareEarthMetal-Compounds,28461010,Import,U ARAB EMTS,0.0,2.0,0.0
2020-2021,RareEarthMetal-Compounds,28461010,Import,U K,0.32,17013.0,15.763546798029553
2020-2021,RareEarthMetal-Compounds,28461010,Import,U S A,0.0,2.0,0.0
2021-2022,RareEarthMetal-Compounds,28461010,Import,AUSTRIA,0.02,200.0,1.7241379310344827
2021-2022,RareEarthMetal-Compounds,28461010,Import,BELGIUM,0.0,2.0,0.0
2021-2022,RareEarthMetal-Compounds,28461010,Import,CHINA P RP,1.05,109775.0,90.51724137931035
2021-2022,RareEarthMetal-Compounds,28461010,Import,ESTONIA,,,
2021-2022,RareEarthMetal-Compounds,28461010,Import,GERMANY,0.01,110.0,0.8620689655172413
2021-2022,RareEarthMetal-Compounds,28461010,Import,HONG KONG,0.0,2.0,0.0
2021-2022,RareEarthMetal-Compounds,28461010,Import,ITALY,0.0,3.0,0.0
2021-2022,RareEarthMetal-Compounds,28461010,Import,JAPAN,,,
2021-2022,RareEarthMetal-Compounds,28461010,Import,NORWAY,,,
2021-2022,RareEarthMetal-Compounds,28461010,Import,SOUTH AFRICA,0.05,2500.0,4.310344827586206
2021-2022,RareEarthMetal-Compounds,28461010,Import,SWITZERLAND,,,
2021-2022,RareEarthMetal-Compounds,28461010,Import,TAIWAN,,,
2021-2022,RareEarthMetal-Compounds,28461010,Import,U ARAB EMTS,,,
2021-2022,RareEarthMetal-Compounds,28461010,Import,U K,0.03,17.0,2.5862068965517238
2021-2022,RareEarthMetal-Compounds,28461010,Import,U S A,0.0,30.0,0.0
2022-2023,RareEarthMetal-Compounds,28461010,Import,AUSTRIA,,,
2022-2023,RareEarthMetal-Compounds,28461010,Import,BELGIUM,,,
2022-2023,RareEarthMetal-Compounds,28461010,Import,CHINA P RP,1.9,178650.0,96.44670050761421
2022-2023,RareEarthMetal-Compounds,28461010,Import,ESTONIA,0.02,1000.0,1.0152284263959392
2022-2023,RareEarthMetal-Compounds,28461010,Import,FRANCE,0.0,,0.0
2022-2023,RareEarthMetal-Compounds,28461010,Import,GERMANY,0.01,151.0,0.5076142131979696
2022-2023,RareEarthMetal-Compounds,28461010,Import,HONG KONG,,,
2022-2023,RareEarthMetal-Compounds,28461010,Import,ITALY,,,
2022-2023,RareEarthMetal-Compounds,28461010,Import,KOREA RP,0.02,22000.0,1.0152284263959392
2022-2023,RareEarthMetal-Compounds,28461010,Import,POLAND,0.0,50.0,0.0
2022-2023,RareEarthMetal-Compounds,28461010,Import,SOUTH AFRICA,,,
2022-2023,RareEarthMetal-Compounds,28461010,Import,U K,0.0,,0.0
2022-2023,RareEarthMetal-Compounds,28461010,Import,U S A,0.02,1201.0,1.0152284263959392
2023-2024,RareEarthMetal-Compounds,28461010,Import,BELGIUM,0.0,2.0,0.0
2023-2024,RareEarthMetal-Compounds,28461010,Import,CHINA P RP,2.23,231250.0,96.53679653679653
2023-2024,RareEarthMetal-Compounds,28461010,Import,ESTONIA,0.01,200.0,0.4329004329004329
2023-2024,RareEarthMetal-Compounds,28461010,Import,FRANCE,0.01,800.0,0.4329004329004329
2023-2024,RareEarthMetal-Compounds,28461010,Import,GERMANY,0.04,1830.0,1.7316017316017316
2023-2024,RareEarthMetal-Compounds,28461010,Import,JAPAN,0.0,17.0,0.0
2023-2024,RareEarthMetal-Compounds,28461010,Import,KOREA RP,0.0,1.0,0.0
2023-2024,RareEarthMetal-Compounds,28461010,Import,NETHERLAND,0.0,60.0,0.0
2023-2024,RareEarthMetal-Compounds,28461010,Import,POLAND,,,
2023-2024,RareEarthMetal-Compounds,28461010,Import,SPAIN,0.0,,0.0
2023-2024,RareEarthMetal-Compounds,28461010,Import,U K,0.01,4.0,0.4329004329004329
2023-2024,RareEarthMetal-Compounds,28461010,Import,U S A,0.01,10.0,0.4329004329004329
2024-2025,RareEarthMetal-Compounds,28461010,Import,BELGIUM,0.0,,0.0
2024-2025,RareEarthMetal-Compounds,28461010,Import,CHINA P RP,1.23,129870.0,96.09375
2024-2025,RareEarthMetal-Compounds,28461010,Import,ESTONIA,0.01,500.0,0.78125
2024-2025,RareEarthMetal-Compounds,28461010,Import,FRANCE,,,
2024-2025,RareEarthMetal-Compounds,28461010,Import,GERMANY,0.03,1070.0,2.34375
2024-2025,RareEarthMetal-Compounds,28461010,Import,JAPAN,0.0,32.0,0.0
2024-2025,RareEarthMetal-Compounds,28461010,Import,KOREA RP,0.0,,0.0
2024-2025,RareEarthMetal-Compounds,28461010,Import,NETHERLAND,,,
2024-2025,RareEarthMetal-Compounds,28461010,Import,SPAIN,,,
2024-2025,RareEarthMetal-Compounds,28461010,Import,U K,0.01,17.0,0.78125
2024-2025,RareEarthMetal-Compounds,28461010,Import,U S A,0.0,7.0,0.0
2018-2019,RareEarthMetal-FerroAlloys,72029921,Import,CHINA P RP,0.57,295000.0,100.0
2018-2019,RareEarthMetal-FerroAlloys,72029921,Import,U ARAB EMTS,0.0,2000.0,0.0
2019-2020,RareEarthMetal-FerroAlloys,72029921,Import,CHINA P RP,0.58,342000.0,100.0
2019-2020,RareEarthMetal-FerroAlloys,72029921,Import,U ARAB EMTS,,,
2020-2021,RareEarthMetal-FerroAlloys,72029921,Import,CHINA P RP,0.62,346000.0,89.85507246376812
2020-2021,RareEarthMetal-FerroAlloys,72029921,Import,HONG KONG,0.05,15000.0,7.246376811594205
2020-2021,RareEarthMetal-FerroAlloys,72029921,Import,U ARAB EMTS,0.02,8000.0,2.8985507246376816
2020-2021,RareEarthMetal-FerroAlloys,72029921,Import,U K,0.0,5000.0,0.0
2021-2022,RareEarthMetal-FerroAlloys,72029921,Import,CHINA P RP,1.24,512000.0,96.875
2021-2022,RareEarthMetal-FerroAlloys,72029921,Import,HONG KONG,,,
2021-2022,RareEarthMetal-FerroAlloys,72029921,Import,NETHERLAND,0.04,8000.0,3.125
2021-2022,RareEarthMetal-FerroAlloys,72029921,Import,U ARAB EMTS,0.0,2000.0,0.0
2021-2022,RareEarthMetal-FerroAlloys,72029921,Import,U K,,,
2022-2023,RareEarthMetal-FerroAlloys,72029921,Import,CHINA P RP,1.96,636530.0,97.02970297029702
2022-2023,RareEarthMetal-FerroAlloys,72029921,Import,HONG KONG,0.05,10000.0,2.4752475247524752
2022-2023,RareEarthMetal-FerroAlloys,72029921,Import,NETHERLAND,,,
2022-2023,RareEarthMetal-FerroAlloys,72029921,Import,U ARAB EMTS,,,
2022-2023,RareEarthMetal-FerroAlloys,72029921,Import,U K,0.01,11334.0,0.49504950495049505
2024-2025,RareEarthMetal-FerroAlloys,72029921,Import,CHINA P RP,2.24,790060.0,96.96969696969697
2024-2025,RareEarthMetal-FerroAlloys,72029921,Import,CZECH REPUBLIC,0.0,1000.0,0.0
2024-2025,RareEarthMetal-FerroAlloys,72029921,Import,GERMANY,0.0,427.0,0.0
2024-2025,RareEarthMetal-FerroAlloys,72029921,Import,HONG KONG,0.05,25000.0,2.1645021645021645
2024-2025,RareEarthMetal-FerroAlloys,72029921,Import,MALAYSIA,0.02,3000.0,0.8658008658008658
2024-2025,RareEarthMetal-FerroAlloys,72029921,Import,POLAND,,,
2018-2019,Titanium-Ores,26140010,Import,AUSTRALIA,2.08,9338030.0,11.751412429378531
2018-2019,Titanium-Ores,26140010,Import,MALAYSIA,0.03,169000.0,0.1694915254237288
2018-2019,Titanium-Ores,26140010,Import,MOZAMBIQUE,15.48,60084000.0,87.45762711864408
2018-2019,Titanium-Ores,26140010,Import,SOUTH AFRICA,,,
2018-2019,Titanium-Ores,26140010,Import,SRI LANKA DSR,0.09,500000.0,0.5084745762711864
2018-2019,Titanium-Ores,26140010,Import,U S A,0.0,,0.0
2018-2019,Titanium-Ores,26140010,Import,UKRAINE,0.02,54000.0,0.11299435028248588
2019-2020,Titanium-Ores,26140010,Import,AUSTRALIA,,,
2019-2020,Titanium-Ores,26140010,Import,MALAYSIA,0.21,1335000.0,0.7945516458569807
2019-2020,Titanium-Ores,26140010,Import,MOZAMBIQUE,22.88,91132000.0,86.56829360575104
2019-2020,Titanium-Ores,26140010,Import,NETHERLAND,0.01,26000.0,0.037835792659856225
2019-2020,Titanium-Ores,26140010,Import,NORWAY,3.26,15538000.0,12.334468407113128
2019-2020,Titanium-Ores,26140010,Import,SIERRA LEONE,0.01,26000.0,0.037835792659856225
2019-2020,Titanium-Ores,26140010,Import,SRI LANKA DSR,0.06,309000.0,0.22701475595913734
2019-2020,Titanium-Ores,26140010,Import,U S A,,,
2019-2020,Titanium-Ores,26140010,Import,UKRAINE,,,
2020-2021,Titanium-Ores,26140010,Import,CHINA P RP,0.09,120000.0,0.8333333333333334
2020-2021,Titanium-Ores,26140010,Import,MALAYSIA,0.05,292000.0,0.4629629629629629
2020-2021,Titanium-Ores,26140010,Import,MOZAMBIQUE,10.58,41623740.0,97.96296296296295
2020-2021,Titanium-Ores,26140010,Import,NETHERLAND,,,
2020-2021,Titanium-Ores,26140010,Import,NORWAY,,,
2020-2021,Titanium-Ores,26140010,Import,SIERRA LEONE,,,
2020-2021,Titanium-Ores,26140010,Import,SRI LANKA DSR,0.06,266000.0,0.5555555555555555
2020-2021,Titanium-Ores,26140010,Import,UKRAINE,0.02,56000.0,0.18518518518518517
2021-2022,Titanium-Ores,26140010,Import,CHINA P RP,0.28,244406.0,1.2259194395796849
2021-2022,Titanium-Ores,26140010,Import,MALAYSIA,0.14,452000.0,0.6129597197898424
2021-2022,Titanium-Ores,26140010,Import,MOZAMBIQUE,21.68,56955000.0,94.92119089316988
2021-2022,Titanium-Ores,26140010,Import,SRI LANKA DSR,0.19,354093.0,0.8318739054290718
2021-2022,Titanium-Ores,26140010,Import,UKRAINE,0.55,1369113.0,2.408056042031524
2022-2023,Titanium-Ores,26140010,Import,CHINA P RP,0.1,100800.0,0.6493506493506495
2022-2023,Titanium-Ores,26140010,Import,MALAYSIA,1.25,3158636.0,8.116883116883118
2022-2023,Titanium-Ores,26140010,Import,MOZAMBIQUE,10.94,20002700.0,71.03896103896105
2022-2023,Titanium-Ores,26140010,Import,SOMALIA,0.01,92000.0,0.06493506493506494
2022-2023,Titanium-Ores,26140010,Import,SRI LANKA DSR,0.97,1827000.0,6.2987012987013
2022-2023,Titanium-Ores,26140010,Import,THAILAND,1.34,2496000.0,8.701298701298702
2022-2023,Titanium-Ores,26140010,Import,U ARAB EMTS,0.52,1000000.0,3.376623376623377
2022-2023,Titanium-Ores,26140010,Import,UKRAINE,,,
2022-2023,Titanium-Ores,26140010,Import,VIETNAM SOC REP,0.27,594000.0,1.7532467532467535
2023-2024,Titanium-Ores,26140010,Import,CHINA P RP,0.01,26000.0,0.058105752469494475
2023-2024,Titanium-Ores,26140010,Import,EGYPT A RP,0.16,459000.0,0.9296920395119116
2023-2024,Titanium-Ores,26140010,Import,MALAYSIA,0.67,1836000.0,3.89308541545613
2023-2024,Titanium-Ores,26140010,Import,MOZAMBIQUE,16.18,39920200.0,94.01510749564206
2023-2024,Titanium-Ores,26140010,Import,NEW ZEALAND,0.03,257000.0,0.17431725740848342
2023-2024,Titanium-Ores,26140010,Import,SOMALIA,,,
2023-2024,Titanium-Ores,26140010,Import,SRI LANKA DSR,,,
2023-2024,Titanium-Ores,26140010,Import,THAILAND,0.14,364000.0,0.8134805345729228
2023-2024,Titanium-Ores,26140010,Import,U ARAB EMTS,0.02,61000.0,0.11621150493898895
2023-2024,Titanium-Ores,26140010,Import,VIETNAM SOC REP,,,
2024-2025,Titanium-Ores,26140010,Import,CHINA P RP,0.08,56000.0,0.467562828755114
2024-2025,Titanium-Ores,26140010,Import,EGYPT A RP,,,
2024-2025,Titanium-Ores,26140010,Import,INDONESIA,0.03,78000.0,0.17533606078316774
2024-2025,Titanium-Ores,26140010,Import,KOREA RP,0.09,360000.0,0.5260081823495032
2024-2025,Titanium-Ores,26140010,Import,MALAYSIA,0.38,1009000.0,2.2209234365867916
2024-2025,Titanium-Ores,26140010,Import,MOZAMBIQUE,15.28,42214000.0,89.30450029222676
2024-2025,Titanium-Ores,26140010,Import,NEW ZEALAND,,,
2024-2025,Titanium-Ores,26140010,Import,NORWAY,0.02,79000.0,0.1168907071887785
2024-2025,Titanium-Ores,26140010,Import,SINGAPORE,0.02,52000.0,0.1168907071887785
2024-2025,Titanium-Ores,26140010,Import,SOUTH AFRICA,0.06,280000.0,0.3506721215663355
2024-2025,Titanium-Ores,26140010,Import,SRI LANKA DSR,0.17,468000.0,0.9935710111046172
2024-2025,Titanium-Ores,26140010,Import,THAILAND,0.9,2262000.0,5.260081823495033
2024-2025,Titanium-Ores,26140010,Import,U ARAB EMTS,0.08,252000.0,0.467562828755114
2018-2019,Titanium-TitaniumDioxide,28230010,Import,AUSTRALIA,0.12,40000.0,0.2926115581565472
2018-2019,Titanium-TitaniumDioxide,28230010,Import,BELGIUM,4.08,1108050.0,9.948792977322606
2018-2019,Titanium-TitaniumDioxide,28230010,Import,BRAZIL,0.0,,0.0
2018-2019,Titanium-TitaniumDioxide,28230010,Import,CANADA,0.75,160035.0,1.82882223847842
2018-2019,Titanium-TitaniumDioxide,28230010,Import,CHINA P RP,14.31,5886817.0,34.893928310168256
2018-2019,Titanium-TitaniumDioxide,28230010,Import,COLOMBIA,,,
2018-2019,Titanium-TitaniumDioxide,28230010,Import,CZECH REPUBLIC,0.03,10000.0,0.0731528895391368
2018-2019,Titanium-TitaniumDioxide,28230010,Import,EGYPT A RP,,,
2018-2019,Titanium-TitaniumDioxide,28230010,Import,FINLAND,0.19,41400.0,0.4633016337478664
2018-2019,Titanium-TitaniumDioxide,28230010,Import,FRANCE,0.62,78006.0,1.5118263838088273
2018-2019,Titanium-TitaniumDioxide,28230010,Import,GERMANY,1.75,474154.0,4.2672518897829805
2018-2019,Titanium-TitaniumDioxide,28230010,Import,HONG KONG,0.12,42025.0,0.2926115581565472
2018-2019,Titanium-TitaniumDioxide,28230010,Import,IRAN,,,
2018-2019,Titanium-TitaniumDioxide,28230010,Import,JAPAN,2.96,660768.0,7.217751767861498
2018-2019,Titanium-TitaniumDioxide,28230010,Import,KOREA RP,11.64,4820000.0,28.383321141185082
2018-2019,Titanium-TitaniumDioxide,28230010,Import,MALAYSIA,0.28,90000.0,0.6827603023652768
2018-2019,Titanium-TitaniumDioxide,28230010,Import,MEXICO,0.07,20000.0,0.1706900755913192
2018-2019,Titanium-TitaniumDioxide,28230010,Import,NETHERLAND,2.6,694275.0,6.339917093391856
2018-2019,Titanium-TitaniumDioxide,28230010,Import,PHILIPPINES,0.0,25.0,0.0
2018-2019,Titanium-TitaniumDioxide,28230010,Import,POLAND,0.01,2250.0,0.0243842965130456
2018-2019,Titanium-TitaniumDioxide,28230010,Import,RUSSIA,0.3,120000.0,0.7315288953913679
2018-2019,Titanium-TitaniumDioxide,28230010,Import,SINGAPORE,0.27,80330.0,0.6583760058522312
2018-2019,Titanium-TitaniumDioxide,28230010,Import,SPAIN,0.07,20250.0,0.1706900755913192
2018-2019,Titanium-TitaniumDioxide,28230010,Import,SRI LANKA DSR,0.0,2.0,0.0
2018-2019,Titanium-TitaniumDioxide,28230010,Import,SWITZERLAND,0.01,220.0,0.0243842965130456
2018-2019,Titanium-TitaniumDioxide,28230010,Import,TAIWAN,0.14,40000.0,0.3413801511826384
2018-2019,Titanium-TitaniumDioxide,28230010,Import,TURKEY,0.11,40000.0,0.26822726164350164
2018-2019,Titanium-TitaniumDioxide,28230010,Import,U ARAB EMTS,0.04,20000.0,0.0975371860521824
2018-2019,Titanium-TitaniumDioxide,28230010,Import,U K,,,
2018-2019,Titanium-TitaniumDioxide,28230010,Import,U S A,0.54,96930.0,1.3167520117044624
2019-2020,Titanium-TitaniumDioxide,28230010,Import,AUSTRALIA,0.06,20000.0,0.1377726750861079
2019-2020,Titanium-TitaniumDioxide,28230010,Import,BELGIUM,1.84,525925.0,4.2250287026406435
2019-2020,Titanium-TitaniumDioxide,28230010,Import,BRAZIL,,,
2019-2020,Titanium-TitaniumDioxide,28230010,Import,CANADA,0.6,129034.0,1.3777267508610793
2019-2020,Titanium-TitaniumDioxide,28230010,Import,CHINA P RP,12.97,5464410.0,29.781859931113665
2019-2020,Titanium-TitaniumDioxide,28230010,Import,CZECH REPUBLIC,0.0,1.0,0.0
2019-2020,Titanium-TitaniumDioxide,28230010,Import,FINLAND,,,
2019-2020,Titanium-TitaniumDioxide,28230010,Import,FRANCE,0.24,33555.0,0.5510907003444316
2019-2020,Titanium-TitaniumDioxide,28230010,Import,GERMANY,2.1,569981.0,4.822043628013778
2019-2020,Titanium-TitaniumDioxide,28230010,Import,HONG KONG,0.12,65913.0,0.2755453501722158
2019-2020,Titanium-TitaniumDioxide,28230010,Import,ITALY,0.0,755.0,0.0
2019-2020,Titanium-TitaniumDioxide,28230010,Import,JAPAN,3.07,773364.0,7.049368541905856
2019-2020,Titanium-TitaniumDioxide,28230010,Import,KOREA RP,13.99,6350000.0,32.123995407577496
2019-2020,Titanium-TitaniumDioxide,28230010,Import,MALAYSIA,0.18,57500.0,0.41331802525832373
2019-2020,Titanium-TitaniumDioxide,28230010,Import,MEXICO,0.5,140000.0,1.1481056257175661
2019-2020,Titanium-TitaniumDioxide,28230010,Import,NETHERLAND,6.26,1780425.0,14.374282433983925
2019-2020,Titanium-TitaniumDioxide,28230010,Import,PHILIPPINES,,,
2019-2020,Titanium-TitaniumDioxide,28230010,Import,POLAND,0.03,3195.0,0.06888633754305395
2019-2020,Titanium-TitaniumDioxide,28230010,Import,RUSSIA,0.26,120000.0,0.5970149253731344
2019-2020,Titanium-TitaniumDioxide,28230010,Import,SAUDI ARAB,0.0,,0.0
2019-2020,Titanium-TitaniumDioxide,28230010,Import,SINGAPORE,0.14,40000.0,0.32146957520091857
2019-2020,Titanium-TitaniumDioxide,28230010,Import,SLOVENIA,0.0,3.0,0.0
2019-2020,Titanium-TitaniumDioxide,28230010,Import,SPAIN,,,
2019-2020,Titanium-TitaniumDioxide,28230010,Import,SRI LANKA DSR,,,
2019-2020,Titanium-TitaniumDioxide,28230010,Import,SWITZERLAND,,,
2019-2020,Titanium-TitaniumDioxide,28230010,Import,TAIWAN,0.71,200000.0,1.6303099885189436
2019-2020,Titanium-TitaniumDioxide,28230010,Import,TURKEY,,,
2019-2020,Titanium-TitaniumDioxide,28230010,Import,U ARAB EMTS,0.0,1250.0,0.0
2019-2020,Titanium-TitaniumDioxide,28230010,Import,U K,0.0,9.0,0.0
2019-2020,Titanium-TitaniumDioxide,28230010,Import,U S A,0.48,140886.0,1.1021814006888633
2019-2020,Titanium-TitaniumDioxide,28230010,Import,UGANDA,0.0,,0.0
2020-2021,Titanium-TitaniumDioxide,28230010,Import,AUSTRALIA,,,
2020-2021,Titanium-TitaniumDioxide,28230010,Import,BELGIUM,1.66,463960.0,4.888103651354534
2020-2021,Titanium-TitaniumDioxide,28230010,Import,CANADA,0.85,176351.0,2.5029446407538276
2020-2021,Titanium-TitaniumDioxide,28230010,Import,CHINA P RP,9.72,4322401.0,28.621908127208485
2020-2021,Titanium-TitaniumDioxide,28230010,Import,CZECH REPUBLIC,0.01,2000.0,0.029446407538280327
2020-2021,Titanium-TitaniumDioxide,28230010,Import,FRANCE,0.06,6685.0,0.17667844522968199
2020-2021,Titanium-TitaniumDioxide,28230010,Import,GERMANY,2.74,718976.0,8.06831566548881
2020-2021,Titanium-TitaniumDioxide,28230010,Import,HONG KONG,1.1,452001.0,3.239104829210836
2020-2021,Titanium-TitaniumDioxide,28230010,Import,INDONESIA,0.0,2.0,0.0
2020-2021,Titanium-TitaniumDioxide,28230010,Import,ITALY,0.0,9.0,0.0
2020-2021,Titanium-TitaniumDioxide,28230010,Import,JAPAN,2.39,795674.0,7.037691401648999
2020-2021,Titanium-TitaniumDioxide,28230010,Import,KOREA RP,12.7,5678000.0,37.396937573616015
2020-2021,Titanium-TitaniumDioxide,28230010,Import,MALAYSIA,0.04,8750.0,0.11778563015312131
2020-2021,Titanium-TitaniumDioxide,28230010,Import,MEXICO,0.12,40000.0,0.35335689045936397
2020-2021,Titanium-TitaniumDioxide,28230010,Import,NETHERLAND,1.56,392800.0,4.593639575971731
2020-2021,Titanium-TitaniumDioxide,28230010,Import,POLAND,0.03,2410.0,0.08833922261484099
2020-2021,Titanium-TitaniumDioxide,28230010,Import,RUSSIA,0.27,140003.0,0.795053003533569
2020-2021,Titanium-TitaniumDioxide,28230010,Import,SAUDI ARAB,,,
2020-2021,Titanium-TitaniumDioxide,28230010,Import,SINGAPORE,0.26,80000.0,0.7656065959952886
2020-2021,Titanium-TitaniumDioxide,28230010,Import,SLOVENIA,,,
2020-2021,Titanium-TitaniumDioxide,28230010,Import,SPAIN,0.01,1175.0,0.029446407538280327
2020-2021,Titanium-TitaniumDioxide,28230010,Import,SRI LANKA DSR,0.0,,0.0
2020-2021,Titanium-TitaniumDioxide,28230010,Import,SWITZERLAND,0.0,,0.0
2020-2021,Titanium-TitaniumDioxide,28230010,Import,TAIWAN,0.41,106915.0,1.2073027090694934
2020-2021,Titanium-TitaniumDioxide,28230010,Import,THAILAND,0.0,4.0,0.0
2020-2021,Titanium-TitaniumDioxide,28230010,Import,TURKEY,0.0,,0.0
2020-2021,Titanium-TitaniumDioxide,28230010,Import,U ARAB EMTS,,,
2020-2021,Titanium-TitaniumDioxide,28230010,Import,U K,0.01,700.0,0.029446407538280327
2020-2021,Titanium-TitaniumDioxide,28230010,Import,U S A,0.02,490.0,0.058892815076560655
2020-2021,Titanium-TitaniumDioxide,28230010,Import,UGANDA,,,
2021-2022,Titanium-TitaniumDioxide,28230010,Import,BELGIUM,1.82,452505.0,3.747940691927512
2021-2022,Titanium-TitaniumDioxide,28230010,Import,BRAZIL,0.0,1.0,0.0
2021-2022,Titanium-TitaniumDioxide,28230010,Import,CANADA,0.53,115560.0,1.0914332784184515
2021-2022,Titanium-TitaniumDioxide,28230010,Import,CHINA P RP,14.14,4838010.0,29.11861614497529
2021-2022,Titanium-TitaniumDioxide,28230010,Import,CZECH REPUBLIC,,,
2021-2022,Titanium-TitaniumDioxide,28230010,Import,FRANCE,0.04,4990.0,0.08237232289950577
2021-2022,Titanium-TitaniumDioxide,28230010,Import,GERMANY,3.16,762699.0,6.507413509060955
2021-2022,Titanium-TitaniumDioxide,28230010,Import,HONG KONG,1.38,486000.0,2.8418451400329485
2021-2022,Titanium-TitaniumDioxide,28230010,Import,INDONESIA,0.0,55.0,0.0
2021-2022,Titanium-TitaniumDioxide,28230010,Import,ITALY,0.0,1004.0,0.0
2021-2022,Titanium-TitaniumDioxide,28230010,Import,JAPAN,5.42,1773585.0,11.16144975288303
2021-2022,Titanium-TitaniumDioxide,28230010,Import,KOREA RP,13.71,4450300.0,28.233113673805605
2021-2022,Titanium-TitaniumDioxide,28230010,Import,MALAYSIA,0.18,50500.0,0.3706754530477759
2021-2022,Titanium-TitaniumDioxide,28230010,Import,MEXICO,0.37,100000.0,0.7619439868204283
2021-2022,Titanium-TitaniumDioxide,28230010,Import,NETHERLAND,5.86,1476450.0,12.067545304777596
2021-2022,Titanium-TitaniumDioxide,28230010,Import,POLAND,0.02,1650.0,0.04118616144975289
2021-2022,Titanium-TitaniumDioxide,28230010,Import,RUSSIA,0.29,120000.0,0.5971993410214167
2021-2022,Titanium-TitaniumDioxide,28230010,Import,SAUDI ARAB,0.2,60000.0,0.41186161449752884
2021-2022,Titanium-TitaniumDioxide,28230010,Import,SINGAPORE,0.36,85000.0,0.7413509060955518
2021-2022,Titanium-TitaniumDioxide,28230010,Import,SPAIN,0.06,20000.0,0.12355848434925865
2021-2022,Titanium-TitaniumDioxide,28230010,Import,SRI LANKA DSR,,,
2021-2022,Titanium-TitaniumDioxide,28230010,Import,SWITZERLAND,0.0,151.0,0.0
2021-2022,Titanium-TitaniumDioxide,28230010,Import,TAIWAN,0.33,85308.0,0.6795716639209226
2021-2022,Titanium-TitaniumDioxide,28230010,Import,THAILAND,,,
2021-2022,Titanium-TitaniumDioxide,28230010,Import,TURKEY,,,
2021-2022,Titanium-TitaniumDioxide,28230010,Import,U ARAB EMTS,0.28,138000.0,0.5766062602965404
2021-2022,Titanium-TitaniumDioxide,28230010,Import,U K,0.02,3000.0,0.04118616144975289
2021-2022,Titanium-TitaniumDioxide,28230010,Import,U S A,0.39,109668.0,0.8031301482701811
2022-2023,Titanium-TitaniumDioxide,28230010,Import,BELGIUM,3.6,757400.0,5.361930294906166
2022-2023,Titanium-TitaniumDioxide,28230010,Import,BRAZIL,,,
2022-2023,Titanium-TitaniumDioxide,28230010,Import,CANADA,0.1,18100.0,0.14894250819183796
2022-2023,Titanium-TitaniumDioxide,28230010,Import,CHINA P RP,18.0,5770712.0,26.80965147453083
2022-2023,Titanium-TitaniumDioxide,28230010,Import,FRANCE,0.27,24377.0,0.40214477211796246
2022-2023,Titanium-TitaniumDioxide,28230010,Import,GERMANY,9.17,1940487.0,13.658028001191541
2022-2023,Titanium-TitaniumDioxide,28230010,Import,HONG KONG,0.89,257000.0,1.3255883229073577
2022-2023,Titanium-TitaniumDioxide,28230010,Import,INDONESIA,,,
2022-2023,Titanium-TitaniumDioxide,28230010,Import,ITALY,0.0,15.0,0.0
2022-2023,Titanium-TitaniumDioxide,28230010,Import,JAPAN,5.01,1348256.0,7.46201966041108
2022-2023,Titanium-TitaniumDioxide,28230010,Import,KOREA RP,17.57,5540000.0,26.16919868930593
